n,register_e_symbol,omega_lower_case,omega_upper_case,liouville_function,prime_counter,tape_cp_n_start,register_psf_out,prime_square_free_counter,tape_psf_n_start,mobius_function_mu,mertens_function,semiprime,semiprime_counter
470,M,3,3,-1,91,M,F,289,C,-1,-7,false,144
471,M,2,2,1,91,M,F,290,S,1,-6,true,145
472,M,2,4,1,91,M,S,290,C,0,-6,false,145
473,M,2,2,1,91,M,F,291,C,1,-5,true,146
474,M,3,3,-1,91,M,F,292,S,-1,-6,false,146
475,M,2,3,-1,91,M,S,292,S,0,-6,false,146
476,M,3,4,1,91,M,S,292,S,0,-6,false,146
477,M,2,3,-1,91,M,S,292,C,0,-6,false,146
478,M,2,2,1,91,L,F,293,C,1,-5,true,147
479,P,1,1,-1,92,M,F,294,S,-1,-6,false,147
480,M,3,7,-1,92,M,S,294,C,0,-6,false,147
481,M,2,2,1,92,M,F,295,C,1,-5,true,148
482,M,2,2,1,92,M,F,296,C,1,-4,true,149
483,M,3,3,-1,92,M,F,297,S,-1,-5,false,149
484,M,2,4,1,92,M,S,297,C,0,-5,false,149
485,M,2,2,1,92,M,F,298,S,1,-4,true,150
486,M,2,6,1,92,L,S,298,C,0,-4,false,150
487,P,1,1,-1,93,M,F,299,S,-1,-5,false,150
488,M,2,4,1,93,M,S,299,C,0,-5,false,150
489,M,2,2,1,93,M,F,300,S,1,-4,true,151
490,M,3,4,1,93,L,S,300,C,0,-4,false,151
491,P,1,1,-1,94,M,F,301,S,-1,-5,false,151
492,M,3,4,1,94,M,S,301,C,0,-5,false,151
493,M,2,2,1,94,M,F,302,C,1,-4,true,152
494,M,3,3,-1,94,M,F,303,S,-1,-5,false,152
495,M,3,4,1,94,M,S,303,S,0,-5,false,152
496,M,2,5,-1,94,M,S,303,C,0,-5,false,152
497,M,2,2,1,94,M,F,304,C,1,-4,true,153
498,M,3,3,-1,94,L,F,305,C,-1,-5,false,153
499,P,1,1,-1,95,M,F,306,S,-1,-6,false,153
500,M,2,5,-1,95,M,S,306,C,0,-6,false,153
501,M,2,2,1,95,M,F,307,C,1,-5,true,154
502,M,2,2,1,95,L,F,308,C,1,-4,true,155
503,P,1,1,-1,96,M,F,309,S,-1,-5,false,155
504,M,3,6,1,96,M,S,309,C,0,-5,false,155
505,M,2,2,1,96,M,F,310,C,1,-4,true,156
506,M,3,3,-1,96,M,F,311,S,-1,-5,false,156
507,M,2,3,-1,96,M,S,311,S,0,-5,false,156
508,M,2,3,-1,96,L,S,311,C,0,-5,false,156
509,P,1,1,-1,97,M,F,312,C,-1,-6,false,156
510,M,4,4,1,97,M,F,313,C,1,-5,false,156
511,M,2,2,1,97,M,F,314,S,1,-4,true,157
512,M,1,9,-1,97,M,S,314,S,0,-4,false,157
513,M,2,4,1,97,M,S,314,C,0,-4,false,157
514,M,2,2,1,97,M,F,315,C,1,-3,true,158
515,M,2,2,1,97,M,F,316,S,1,-2,true,159
516,M,3,4,1,97,M,S,316,C,0,-2,false,159
517,M,2,2,1,97,M,F,317,C,1,-1,true,160
518,M,3,3,-1,97,M,F,318,C,-1,-2,false,160
519,M,2,2,1,97,M,F,319,S,1,-1,true,161
520,M,3,5,-1,97,L,S,319,C,0,-1,false,161
521,P,1,1,-1,98,M,F,320,S,-1,-2,false,161
522,M,3,4,1,98,L,S,320,C,0,-2,false,161
523,P,1,1,-1,99,M,F,321,S,-1,-3,false,161
524,M,2,3,-1,99,M,S,321,S,0,-3,false,161
525,M,3,4,1,99,M,S,321,C,0,-3,false,161
526,M,2,2,1,99,M,F,322,C,1,-2,true,162
527,M,2,2,1,99,M,F,323,S,1,-1,true,163
528,M,3,6,1,99,M,S,323,S,0,-1,false,163
529,M,1,2,1,99,M,S,323,C,0,-1,true,164
530,M,3,3,-1,99,M,F,324,S,-1,-2,false,164
531,M,2,3,-1,99,M,S,324,S,0,-2,false,164
532,M,3,4,1,99,M,S,324,C,0,-2,false,164
533,M,2,2,1,99,M,F,325,C,1,-1,true,165
534,M,3,3,-1,99,M,F,326,C,-1,-2,false,165
535,M,2,2,1,99,M,F,327,S,1,-1,true,166
536,M,2,4,1,99,M,S,327,C,0,-1,false,166
537,M,2,2,1,99,M,F,328,C,1,0,true,167
538,M,2,2,1,99,M,F,329,S,1,1,true,168
539,M,2,3,-1,99,M,S,329,S,0,1,false,168
540,M,3,6,1,99,L,S,329,C,0,1,false,168
541,P,1,1,-1,100,M,F,330,C,-1,0,false,168
542,M,2,2,1,100,M,F,331,C,1,1,true,169
543,M,2,2,1,100,M,F,332,S,1,2,true,170
544,M,2,6,1,100,M,S,332,C,0,2,false,170
545,M,2,2,1,100,M,F,333,C,1,3,true,171
546,M,4,4,1,100,L,F,334,C,1,4,false,171
547,P,1,1,-1,101,M,F,335,S,-1,3,false,171
548,M,2,3,-1,101,M,S,335,S,0,3,false,171
549,M,2,3,-1,101,M,S,335,S,0,3,false,171
550,M,3,4,1,101,M,S,335,C,0,3,false,171
551,M,2,2,1,101,M,F,336,S,1,4,true,172
552,M,3,5,-1,101,M,S,336,C,0,4,false,172
553,M,2,2,1,101,M,F,337,C,1,5,true,173
554,M,2,2,1,101,M,F,338,C,1,6,true,174
555,M,3,3,-1,101,M,F,339,S,-1,5,false,174
556,M,2,3,-1,101,L,S,339,C,0,5,false,174
557,P,1,1,-1,102,M,F,340,S,-1,4,false,174
558,M,3,4,1,102,M,S,340,C,0,4,false,174
559,M,2,2,1,102,M,F,341,S,1,5,true,175
560,M,3,6,1,102,M,S,341,C,0,5,false,175
561,M,3,3,-1,102,M,F,342,C,-1,4,false,175
562,M,2,2,1,102,L,F,343,C,1,5,true,176
563,P,1,1,-1,103,M,F,344,S,-1,4,false,176
564,M,3,4,1,103,M,S,344,C,0,4,false,176
565,M,2,2,1,103,M,F,345,C,1,5,true,177
566,M,2,2,1,103,M,F,346,S,1,6,true,178
567,M,2,5,-1,103,M,S,346,S,0,6,false,178
568,M,2,4,1,103,L,S,346,C,0,6,false,178
569,P,1,1,-1,104,M,F,347,C,-1,5,false,178
570,M,4,4,1,104,L,F,348,C,1,6,false,178
571,P,1,1,-1,105,M,F,349,S,-1,5,false,178
572,M,3,4,1,105,M,S,349,C,0,5,false,178
573,M,2,2,1,105,M,F,350,C,1,6,true,179
574,M,3,3,-1,105,M,F,351,S,-1,5,false,179
575,M,2,3,-1,105,M,S,351,S,0,5,false,179
576,M,2,8,1,105,L,S,351,C,0,5,false,179
577,P,1,1,-1,106,M,F,352,S,-1,4,false,179
578,M,2,3,-1,106,M,S,352,C,0,4,false,179
579,M,2,2,1,106,M,F,353,S,1,5,true,180
580,M,3,4,1,106,M,S,353,C,0,5,false,180
581,M,2,2,1,106,M,F,354,C,1,6,true,181
582,M,3,3,-1,106,M,F,355,C,-1,5,false,181
583,M,2,2,1,106,M,F,356,S,1,6,true,182
584,M,2,4,1,106,M,S,356,S,0,6,false,182
585,M,3,4,1,106,M,S,356,C,0,6,false,182
586,M,2,2,1,106,L,F,357,C,1,7,true,183
587,P,1,1,-1,107,M,F,358,S,-1,6,false,183
588,M,3,5,-1,107,M,S,358,C,0,6,false,183
589,M,2,2,1,107,M,F,359,C,1,7,true,184
590,M,3,3,-1,107,M,F,360,C,-1,6,false,184
591,M,2,2,1,107,M,F,361,S,1,7,true,185
592,M,2,5,-1,107,L,S,361,C,0,7,false,185
593,P,1,1,-1,108,M,F,362,S,-1,6,false,185
594,M,3,5,-1,108,M,S,362,C,0,6,false,185
595,M,3,3,-1,108,M,F,363,S,-1,5,false,185
596,M,2,3,-1,108,M,S,363,C,0,5,false,185
597,M,2,2,1,108,M,F,364,C,1,6,true,186
598,M,3,3,-1,108,L,F,365,C,-1,5,false,186
599,P,1,1,-1,109,M,F,366,S,-1,4,false,186
600,M,3,6,1,109,L,S,366,C,0,4,false,186
601,P,1,1,-1,110,M,F,367,C,-1,3,false,186
602,M,3,3,-1,110,M,F,368,S,-1,2,false,186
603,M,2,3,-1,110,M,S,368,S,0,2,false,186
604,M,2,3,-1,110,M,S,368,S,0,2,false,186
605,M,2,3,-1,110,M,S,368,C,0,2,false,186
606,M,3,3,-1,110,L,F,369,C,-1,1,false,186
607,P,1,1,-1,111,M,F,370,S,-1,0,false,186
608,M,2,6,1,111,M,S,370,C,0,0,false,186
609,M,3,3,-1,111,M,F,371,C,-1,-1,false,186
610,M,3,3,-1,111,M,F,372,C,-1,-2,false,186
611,M,2,2,1,111,M,F,373,S,1,-1,true,187
612,M,3,5,-1,111,L,S,373,C,0,-1,false,187
613,P,1,1,-1,112,M,F,374,C,-1,-2,false,187
614,M,2,2,1,112,M,F,375,C,1,-1,true,188
615,M,3,3,-1,112,M,F,376,S,-1,-2,false,188
616,M,3,5,-1,112,L,S,376,C,0,-2,false,188
617,P,1,1,-1,113,M,F,377,C,-1,-3,false,188
618,M,3,3,-1,113,L,F,378,C,-1,-4,false,188
619,P,1,1,-1,114,M,F,379,S,-1,-5,false,188
620,M,3,4,1,114,M,S,379,S,0,-5,false,188
621,M,2,4,1,114,M,S,379,C,0,-5,false,188
622,M,2,2,1,114,M,F,380,C,1,-4,true,189
623,M,2,2,1,114,M,F,381,S,1,-3,true,190
624,M,3,6,1,114,M,S,381,S,0,-3,false,190
625,M,1,4,1,114,M,S,381,C,0,-3,false,190
626,M,2,2,1,114,M,F,382,C,1,-2,true,191
627,M,3,3,-1,114,M,F,383,S,-1,-3,false,191
628,M,2,3,-1,114,M,S,383,C,0,-3,false,191
629,M,2,2,1,114,M,F,384,S,1,-2,true,192
630,M,4,5,-1,114,L,S,384,C,0,-2,false,192
631,P,1,1,-1,115,M,F,385,S,-1,-3,false,192
632,M,2,4,1,115,M,S,385,C,0,-3,false,192
633,M,2,2,1,115,M,F,386,C,1,-2,true,193
634,M,2,2,1,115,M,F,387,C,1,-1,true,194
635,M,2,2,1,115,M,F,388,S,1,0,true,195
636,M,3,4,1,115,M,S,388,S,0,0,false,195
637,M,2,3,-1,115,M,S,388,C,0,0,false,195
638,M,3,3,-1,115,M,F,389,S,-1,-1,false,195
639,M,2,3,-1,115,M,S,389,S,0,-1,false,195
640,M,2,8,1,115,L,S,389,C,0,-1,false,195
641,P,1,1,-1,116,M,F,390,C,-1,-2,false,195
642,M,3,3,-1,116,L,F,391,C,-1,-3,false,195
643,P,1,1,-1,117,M,F,392,S,-1,-4,false,195
644,M,3,4,1,117,M,S,392,C,0,-4,false,195
645,M,3,3,-1,117,M,F,393,C,-1,-5,false,195
646,M,3,3,-1,117,L,F,394,C,-1,-6,false,195
647,P,1,1,-1,118,M,F,395,S,-1,-7,false,195
648,M,2,7,-1,118,M,S,395,C,0,-7,false,195
649,M,2,2,1,118,M,F,396,S,1,-6,true,196
650,M,3,4,1,118,M,S,396,C,0,-6,false,196
651,M,3,3,-1,118,M,F,397,S,-1,-7,false,196
652,M,2,3,-1,118,L,S,397,C,0,-7,false,196
653,P,1,1,-1,119,M,F,398,C,-1,-8,false,196
654,M,3,3,-1,119,M,F,399,C,-1,-9,false,196
655,M,2,2,1,119,M,F,400,S,1,-8,true,197
656,M,2,5,-1,119,M,S,400,S,0,-8,false,197
657,M,2,3,-1,119,M,S,400,C,0,-8,false,197
658,M,3,3,-1,119,L,F,401,C,-1,-9,false,197
659,P,1,1,-1,120,M,F,402,S,-1,-10,false,197
660,M,4,5,-1,120,L,S,402,C,0,-10,false,197
661,P,1,1,-1,121,M,F,403,C,-1,-11,false,197
662,M,2,2,1,121,M,F,404,C,1,-10,true,198
663,M,3,3,-1,121,M,F,405,S,-1,-11,false,198
664,M,2,4,1,121,M,S,405,C,0,-11,false,198
665,M,3,3,-1,121,M,F,406,S,-1,-12,false,198
666,M,3,4,1,121,M,S,406,C,0,-12,false,198
667,M,2,2,1,121,M,F,407,S,1,-11,true,199
668,M,2,3,-1,121,M,S,407,C,0,-11,false,199
669,M,2,2,1,121,M,F,408,C,1,-10,true,200
670,M,3,3,-1,121,M,F,409,C,-1,-11,false,200
671,M,2,2,1,121,M,F,410,S,1,-10,true,201
672,M,3,7,-1,121,L,S,410,C,0,-10,false,201
673,P,1,1,-1,122,M,F,411,C,-1,-11,false,201
674,M,2,2,1,122,M,F,412,S,1,-10,true,202
675,M,2,5,-1,122,M,S,412,S,0,-10,false,202
676,M,2,4,1,122,L,S,412,C,0,-10,false,202
677,P,1,1,-1,123,M,F,413,C,-1,-11,false,202
678,M,3,3,-1,123,M,F,414,C,-1,-12,false,202
679,M,2,2,1,123,M,F,415,S,1,-11,true,203
680,M,3,5,-1,123,M,S,415,C,0,-11,false,203
681,M,2,2,1,123,M,F,416,C,1,-10,true,204
682,M,3,3,-1,123,L,F,417,C,-1,-11,false,204
683,P,1,1,-1,124,M,F,418,S,-1,-12,false,204
684,M,3,5,-1,124,M,S,418,C,0,-12,false,204
685,M,2,2,1,124,M,F,419,S,1,-11,true,205
686,M,2,4,1,124,M,S,419,C,0,-11,false,205
687,M,2,2,1,124,M,F,420,S,1,-10,true,206
688,M,2,5,-1,124,M,S,420,C,0,-10,false,206
689,M,2,2,1,124,M,F,421,C,1,-9,true,207
690,M,4,4,1,124,L,F,422,C,1,-8,false,207
691,P,1,1,-1,125,M,F,423,S,-1,-9,false,207
692,M,2,3,-1,125,M,S,423,S,0,-9,false,207
693,M,3,4,1,125,M,S,423,C,0,-9,false,207
694,M,2,2,1,125,M,F,424,C,1,-8,true,208
695,M,2,2,1,125,M,F,425,S,1,-7,true,209
696,M,3,5,-1,125,M,S,425,C,0,-7,false,209
697,M,2,2,1,125,M,F,426,C,1,-6,true,210
698,M,2,2,1,125,M,F,427,C,1,-5,true,211
699,M,2,2,1,125,M,F,428,S,1,-4,true,212
700,M,3,5,-1,125,L,S,428,C,0,-4,false,212
701,P,1,1,-1,126,M,F,429,S,-1,-5,false,212
702,M,3,5,-1,126,M,S,429,C,0,-5,false,212
703,M,2,2,1,126,M,F,430,S,1,-4,true,213
704,M,2,7,-1,126,M,S,430,C,0,-4,false,213
705,M,3,3,-1,126,M,F,431,C,-1,-5,false,213
706,M,2,2,1,126,M,F,432,C,1,-4,true,214
707,M,2,2,1,126,M,F,433,S,1,-3,true,215
708,M,3,4,1,126,L,S,433,C,0,-3,false,215
709,P,1,1,-1,127,M,F,434,C,-1,-4,false,215
710,M,3,3,-1,127,M,F,435,S,-1,-5,false,215
711,M,2,3,-1,127,M,S,435,S,0,-5,false,215
712,M,2,4,1,127,M,S,435,C,0,-5,false,215
713,M,2,2,1,127,M,F,436,C,1,-4,true,216
714,M,4,4,1,127,M,F,437,C,1,-3,false,216
715,M,3,3,-1,127,M,F,438,S,-1,-4,false,216
716,M,2,3,-1,127,M,S,438,C,0,-4,false,216
717,M,2,2,1,127,M,F,439,C,1,-3,true,217
718,M,2,2,1,127,L,F,440,C,1,-2,true,218
719,P,1,1,-1,128,M,F,441,S,-1,-3,false,218
720,M,3,7,-1,128,M,S,441,C,0,-3,false,218
721,M,2,2,1,128,M,F,442,S,1,-2,true,219
722,M,2,3,-1,128,M,S,442,C,0,-2,false,219
723,M,2,2,1,128,M,F,443,S,1,-1,true,220
724,M,2,3,-1,128,M,S,443,S,0,-1,false,220
725,M,2,3,-1,128,M,S,443,S,0,-1,false,220
726,M,3,4,1,128,L,S,443,C,0,-1,false,220
727,P,1,1,-1,129,M,F,444,S,-1,-2,false,220
728,M,3,5,-1,129,M,S,444,S,0,-2,false,220
729,M,1,6,1,129,M,S,444,C,0,-2,false,220
730,M,3,3,-1,129,M,F,445,C,-1,-3,false,220
731,M,2,2,1,129,M,F,446,S,1,-2,true,221
732,M,3,4,1,129,L,S,446,C,0,-2,false,221
733,P,1,1,-1,130,M,F,447,C,-1,-3,false,221
734,M,2,2,1,130,M,F,448,S,1,-2,true,222
735,M,3,4,1,130,M,S,448,S,0,-2,false,222
736,M,2,6,1,130,M,S,448,C,0,-2,false,222
737,M,2,2,1,130,M,F,449,S,1,-1,true,223
738,M,3,4,1,130,L,S,449,C,0,-1,false,223
739,P,1,1,-1,131,M,F,450,S,-1,-2,false,223
740,M,3,4,1,131,M,S,450,C,0,-2,false,223
741,M,3,3,-1,131,M,F,451,C,-1,-3,false,223
742,M,3,3,-1,131,L,F,452,C,-1,-4,false,223
743,P,1,1,-1,132,M,F,453,S,-1,-5,false,223
744,M,3,5,-1,132,M,S,453,C,0,-5,false,223
745,M,2,2,1,132,M,F,454,C,1,-4,true,224
746,M,2,2,1,132,M,F,455,S,1,-3,true,225
747,M,2,3,-1,132,M,S,455,S,0,-3,false,225
748,M,3,4,1,132,M,S,455,C,0,-3,false,225
749,M,2,2,1,132,M,F,456,S,1,-2,true,226
750,M,3,5,-1,132,L,S,456,C,0,-2,false,226
751,P,1,1,-1,133,M,F,457,S,-1,-3,false,226
752,M,2,5,-1,133,M,S,457,C,0,-3,false,226
753,M,2,2,1,133,M,F,458,C,1,-2,true,227
754,M,3,3,-1,133,M,F,459,C,-1,-3,false,227
755,M,2,2,1,133,M,F,460,S,1,-2,true,228
756,M,3,6,1,133,L,S,460,C,0,-2,false,228
757,P,1,1,-1,134,M,F,461,C,-1,-3,false,228
758,M,2,2,1,134,M,F,462,C,1,-2,true,229
759,M,3,3,-1,134,M,F,463,S,-1,-3,false,229
760,M,3,5,-1,134,L,S,463,C,0,-3,false,229
761,P,1,1,-1,135,M,F,464,C,-1,-4,false,229
762,M,3,3,-1,135,M,F,465,C,-1,-5,false,229
763,M,2,2,1,135,M,F,466,S,1,-4,true,230
764,M,2,3,-1,135,M,S,466,S,0,-4,false,230
765,M,3,4,1,135,M,S,466,C,0,-4,false,230
766,M,2,2,1,135,M,F,467,C,1,-3,true,231
767,M,2,2,1,135,M,F,468,S,1,-2,true,232
768,M,2,9,-1,135,L,S,468,C,0,-2,false,232
769,P,1,1,-1,136,M,F,469,C,-1,-3,false,232
770,M,4,4,1,136,M,F,470,C,1,-2,false,232
771,M,2,2,1,136,M,F,471,S,1,-1,true,233
772,M,2,3,-1,136,L,S,471,C,0,-1,false,233
773,P,1,1,-1,137,M,F,472,S,-1,-2,false,233
774,M,3,4,1,137,M,S,472,S,0,-2,false,233
775,M,2,3,-1,137,M,S,472,S,0,-2,false,233
776,M,2,4,1,137,M,S,472,C,0,-2,false,233
777,M,3,3,-1,137,M,F,473,C,-1,-3,false,233
778,M,2,2,1,137,M,F,474,C,1,-2,true,234
779,M,2,2,1,137,M,F,475,S,1,-1,true,235
780,M,4,5,-1,137,M,S,475,C,0,-1,false,235
781,M,2,2,1,137,M,F,476,C,1,0,true,236
782,M,3,3,-1,137,M,F,477,S,-1,-1,false,236
783,M,2,4,1,137,M,S,477,S,0,-1,false,236
784,M,2,6,1,137,M,S,477,C,0,-1,false,236
785,M,2,2,1,137,M,F,478,C,1,0,true,237
786,M,3,3,-1,137,L,F,479,C,-1,-1,false,237
787,P,1,1,-1,138,M,F,480,S,-1,-2,false,237
788,M,2,3,-1,138,M,S,480,C,0,-2,false,237
789,M,2,2,1,138,M,F,481,C,1,-1,true,238
790,M,3,3,-1,138,M,F,482,C,-1,-2,false,238
791,M,2,2,1,138,M,F,483,S,1,-1,true,239
792,M,3,6,1,138,M,S,483,C,0,-1,false,239
793,M,2,2,1,138,M,F,484,C,1,0,true,240
794,M,2,2,1,138,M,F,485,C,1,1,true,241
795,M,3,3,-1,138,M,F,486,S,-1,0,false,241
796,M,2,3,-1,138,L,S,486,C,0,0,false,241
797,P,1,1,-1,139,M,F,487,C,-1,-1,false,241
798,M,4,4,1,139,M,F,488,C,1,0,false,241
799,M,2,2,1,139,M,F,489,S,1,1,true,242
800,M,2,7,-1,139,M,S,489,S,0,1,false,242
801,M,2,3,-1,139,M,S,489,C,0,1,false,242
802,M,2,2,1,139,M,F,490,C,1,2,true,243
803,M,2,2,1,139,M,F,491,S,1,3,true,244
804,M,3,4,1,139,M,S,491,C,0,3,false,244
805,M,3,3,-1,139,M,F,492,C,-1,2,false,244
806,M,3,3,-1,139,M,F,493,C,-1,1,false,244
807,M,2,2,1,139,M,F,494,S,1,2,true,245
808,M,2,4,1,139,L,S,494,C,0,2,false,245
809,P,1,1,-1,140,M,F,495,S,-1,1,false,245
810,M,3,6,1,140,L,S,495,C,0,1,false,245
811,P,1,1,-1,141,M,F,496,S,-1,0,false,245
812,M,3,4,1,141,M,S,496,C,0,0,false,245
813,M,2,2,1,141,M,F,497,C,1,1,true,246
814,M,3,3,-1,141,M,F,498,C,-1,0,false,246
815,M,2,2,1,141,M,F,499,S,1,1,true,247
816,M,3,6,1,141,M,S,499,C,0,1,false,247
817,M,2,2,1,141,M,F,500,C,1,2,true,248
818,M,2,2,1,141,M,F,501,S,1,3,true,249
819,M,3,4,1,141,M,S,501,S,0,3,false,249
820,M,3,4,1,141,L,S,501,C,0,3,false,249
821,P,1,1,-1,142,M,F,502,C,-1,2,false,249
822,M,3,3,-1,142,L,F,503,C,-1,1,false,249
823,P,1,1,-1,143,M,F,504,S,-1,0,false,249
824,M,2,4,1,143,M,S,504,S,0,0,false,249
825,M,3,4,1,143,M,S,504,C,0,0,false,249
826,M,3,3,-1,143,L,F,505,C,-1,-1,false,249
827,P,1,1,-1,144,M,F,506,S,-1,-2,false,249
828,M,3,5,-1,144,L,S,506,C,0,-2,false,249
829,P,1,1,-1,145,M,F,507,C,-1,-3,false,249
830,M,3,3,-1,145,M,F,508,C,-1,-4,false,249
831,M,2,2,1,145,M,F,509,S,1,-3,true,250
832,M,2,7,-1,145,M,S,509,S,0,-3,false,250
833,M,2,3,-1,145,M,S,509,C,0,-3,false,250
834,M,3,3,-1,145,M,F,510,C,-1,-4,false,250
835,M,2,2,1,145,M,F,511,S,1,-3,true,251
836,M,3,4,1,145,M,S,511,S,0,-3,false,251
837,M,2,4,1,145,M,S,511,C,0,-3,false,251
838,M,2,2,1,145,L,F,512,C,1,-2,true,252
839,P,1,1,-1,146,M,F,513,S,-1,-3,false,252
840,M,4,6,1,146,M,S,513,S,0,-3,false,252
841,M,1,2,1,146,M,S,513,C,0,-3,true,253
842,M,2,2,1,146,M,F,514,C,1,-2,true,254
843,M,2,2,1,146,M,F,515,S,1,-1,true,255
844,M,2,3,-1,146,M,S,515,S,0,-1,false,255
845,M,2,3,-1,146,M,S,515,S,0,-1,false,255
846,M,3,4,1,146,M,S,515,S,0,-1,false,255
847,M,2,3,-1,146,M,S,515,S,0,-1,false,255
848,M,2,5,-1,146,M,S,515,C,0,-1,false,255
849,M,2,2,1,146,M,F,516,S,1,0,true,256
850,M,3,4,1,146,M,S,516,C,0,0,false,256
851,M,2,2,1,146,M,F,517,S,1,1,true,257
852,M,3,4,1,146,L,S,517,C,0,1,false,257
853,P,1,1,-1,147,M,F,518,C,-1,0,false,257
854,M,3,3,-1,147,M,F,519,S,-1,-1,false,257
855,M,3,4,1,147,M,S,519,S,0,-1,false,257
856,M,2,4,1,147,L,S,519,C,0,-1,false,257
857,P,1,1,-1,148,M,F,520,C,-1,-2,false,257
858,M,4,4,1,148,L,F,521,C,1,-1,false,257
859,P,1,1,-1,149,M,F,522,S,-1,-2,false,257
860,M,3,4,1,149,M,S,522,C,0,-2,false,257
861,M,3,3,-1,149,M,F,523,C,-1,-3,false,257
862,M,2,2,1,149,L,F,524,C,1,-2,true,258
863,P,1,1,-1,150,M,F,525,S,-1,-3,false,258
864,M,2,8,1,150,M,S,525,C,0,-3,false,258
865,M,2,2,1,150,M,F,526,C,1,-2,true,259
866,M,2,2,1,150,M,F,527,S,1,-1,true,260
867,M,2,3,-1,150,M,S,527,S,0,-1,false,260
868,M,3,4,1,150,M,S,527,C,0,-1,false,260
869,M,2,2,1,150,M,F,528,C,1,0,true,261
870,M,4,4,1,150,M,F,529,C,1,1,false,261
871,M,2,2,1,150,M,F,530,S,1,2,true,262
872,M,2,4,1,150,M,S,530,S,0,2,false,262
873,M,2,3,-1,150,M,S,530,C,0,2,false,262
874,M,3,3,-1,150,M,F,531,S,-1,1,false,262
875,M,2,4,1,150,M,S,531,S,0,1,false,262
876,M,3,4,1,150,L,S,531,C,0,1,false,262
877,P,1,1,-1,151,M,F,532,C,-1,0,false,262
878,M,2,2,1,151,M,F,533,C,1,1,true,263
879,M,2,2,1,151,M,F,534,S,1,2,true,264
880,M,3,6,1,151,L,S,534,C,0,2,false,264
881,P,1,1,-1,152,M,F,535,S,-1,1,false,264
882,M,3,5,-1,152,L,S,535,C,0,1,false,264
883,P,1,1,-1,153,M,F,536,S,-1,0,false,264
884,M,3,4,1,153,M,S,536,C,0,0,false,264
885,M,3,3,-1,153,M,F,537,C,-1,-1,false,264
886,M,2,2,1,153,L,F,538,C,1,0,true,265
887,P,1,1,-1,154,M,F,539,S,-1,-1,false,265
888,M,3,5,-1,154,M,S,539,C,0,-1,false,265
889,M,2,2,1,154,M,F,540,C,1,0,true,266
890,M,3,3,-1,154,M,F,541,S,-1,-1,false,266
891,M,2,5,-1,154,M,S,541,S,0,-1,false,266
892,M,2,3,-1,154,M,S,541,C,0,-1,false,266
893,M,2,2,1,154,M,F,542,C,1,0,true,267
894,M,3,3,-1,154,M,F,543,C,-1,-1,false,267
895,M,2,2,1,154,M,F,544,S,1,0,true,268
896,M,2,8,1,154,M,S,544,C,0,0,false,268
897,M,3,3,-1,154,M,F,545,C,-1,-1,false,268
898,M,2,2,1,154,M,F,546,C,1,0,true,269
899,M,2,2,1,154,M,F,547,S,1,1,true,270
900,M,3,6,1,154,M,S,547,C,0,1,false,270
901,M,2,2,1,154,M,F,548,C,1,2,true,271
902,M,3,3,-1,154,M,F,549,C,-1,1,false,271
903,M,3,3,-1,154,M,F,550,S,-1,0,false,271
904,M,2,4,1,154,M,S,550,C,0,0,false,271
905,M,2,2,1,154,M,F,551,C,1,1,true,272
906,M,3,3,-1,154,L,F,552,C,-1,0,false,272
907,P,1,1,-1,155,M,F,553,S,-1,-1,false,272
908,M,2,3,-1,155,M,S,553,S,0,-1,false,272
909,M,2,3,-1,155,M,S,553,C,0,-1,false,272
910,M,4,4,1,155,L,F,554,C,1,0,false,272
911,P,1,1,-1,156,M,F,555,S,-1,-1,false,272
912,M,3,6,1,156,M,S,555,C,0,-1,false,272
913,M,2,2,1,156,M,F,556,C,1,0,true,273
914,M,2,2,1,156,M,F,557,C,1,1,true,274
915,M,3,3,-1,156,M,F,558,S,-1,0,false,274
916,M,2,3,-1,156,M,S,558,C,0,0,false,274
917,M,2,2,1,156,M,F,559,S,1,1,true,275
918,M,3,5,-1,156,L,S,559,C,0,1,false,275
919,P,1,1,-1,157,M,F,560,S,-1,0,false,275
920,M,3,5,-1,157,M,S,560,C,0,0,false,275
921,M,2,2,1,157,M,F,561,C,1,1,true,276
922,M,2,2,1,157,M,F,562,C,1,2,true,277
923,M,2,2,1,157,M,F,563,S,1,3,true,278
924,M,4,5,-1,157,M,S,563,S,0,3,false,278
925,M,2,3,-1,157,M,S,563,C,0,3,false,278
926,M,2,2,1,157,M,F,564,S,1,4,true,279
927,M,2,3,-1,157,M,S,564,S,0,4,false,279
928,M,2,6,1,157,L,S,564,C,0,4,false,279
929,P,1,1,-1,158,M,F,565,C,-1,3,false,279
930,M,4,4,1,158,M,F,566,S,1,4,false,279
931,M,2,3,-1,158,M,S,566,S,0,4,false,279
932,M,2,3,-1,158,M,S,566,C,0,4,false,279
933,M,2,2,1,158,M,F,567,C,1,5,true,280
934,M,2,2,1,158,M,F,568,C,1,6,true,281
935,M,3,3,-1,158,M,F,569,S,-1,5,false,281
936,M,3,6,1,158,L,S,569,C,0,5,false,281
937,P,1,1,-1,159,M,F,570,C,-1,4,false,281
938,M,3,3,-1,159,M,F,571,C,-1,3,false,281
939,M,2,2,1,159,M,F,572,S,1,4,true,282
940,M,3,4,1,159,L,S,572,C,0,4,false,282
941,P,1,1,-1,160,M,F,573,C,-1,3,false,282
